Date,Open,High,Low,Close,Adj Close,Volume
2012-05-11,3944.649902,3961.699951,3910.550049,3928.250000,3928.244873,5416700
2012-05-14,3931.350098,3946.050049,3884.300049,3906.899902,3906.894775,4538600
2012-05-15,3885.649902,3938.899902,3884.550049,3932.899902,3932.894775,5417200
2012-05-16,3895.149902,3895.149902,3854.100098,3871.399902,3871.394775,5833600
2012-05-17,3882.750000,3923.699951,3866.100098,3879.149902,3879.144775,5239900
2012-05-18,3837.949951,3899.649902,3818.250000,3889.050049,3889.044922,4994900
2012-05-21,3887.699951,3926.850098,3887.699951,3904.449951,3904.444824,4330300
2012-05-22,3931.600098,3940.050049,3863.250000,3869.800049,3869.794922,4794100
2012-05-23,3859.949951,3859.949951,3828.399902,3848.800049,3848.794922,4383500
2012-05-24,3864.250000,3911.250000,3844.199951,3904.850098,3904.844971,4629600
2012-05-25,3896.350098,3921.100098,3887.750000,3910.600098,3910.594971,4445000
2012-05-28,3917.149902,3966.300049,3917.149902,3961.050049,3961.044922,4011100
2012-05-29,3972.050049,3983.550049,3955.800049,3961.100098,3961.094971,4542400
2012-05-30,3946.649902,3946.649902,3920.550049,3923.850098,3923.844971,4718300
2012-05-31,3893.699951,3923.100098,3878.949951,3913.050049,3913.044922,8416200
2012-06-01,3905.699951,3915.750000,3845.850098,3851.949951,3851.944824,4834200
2012-06-04,3827.300049,3857.149902,3793.449951,3850.800049,3850.794922,4606400
2012-06-05,3862.649902,3888.399902,3851.750000,3862.550049,3862.544922,4488000
2012-06-06,3875.550049,3967.399902,3875.550049,3959.000000,3958.994873,6034000
2012-06-07,3980.399902,4000.350098,3967.000000,3996.500000,3996.494873,5801600
2012-06-08,3993.350098,4019.800049,3959.300049,4010.949951,4010.944580,5494900
2012-06-11,4026.949951,4054.050049,3989.800049,3998.050049,3998.044922,6564800
2012-06-12,3976.550049,4047.550049,3976.550049,4040.899902,4040.894531,5576400
2012-06-13,4041.899902,4062.199951,4030.399902,4043.750000,4043.744629,5272700
2012-06-14,4034.750000,4049.300049,3987.949951,3992.250000,3992.244873,4685900
2012-06-15,4000.500000,4052.500000,4000.500000,4047.449951,4047.444580,4557200
2012-06-18,4067.050049,4085.199951,3976.399902,3991.350098,3991.344971,5242300
2012-06-19,3983.199951,4022.600098,3976.149902,4016.449951,4016.444580,4942300
2012-06-20,4022.399902,4049.550049,4020.800049,4037.800049,4037.794678,4743200
2012-06-21,4024.850098,4076.449951,4022.000000,4074.199951,4074.194580,5051600
2012-06-22,4038.899902,4072.250000,4025.699951,4063.750000,4063.744629,5674900
2012-06-25,4070.750000,4103.399902,4040.149902,4044.750000,4044.744629,5038000
2012-06-26,4040.800049,4060.449951,4034.350098,4053.199951,4053.194580,3917800
2012-06-27,4069.300049,4081.149902,4060.399902,4069.850098,4069.844727,4056300
2012-06-28,4073.800049,4083.649902,4056.899902,4075.050049,4075.044678,5853300
2012-06-29,4098.600098,4174.200195,4098.600098,4170.649902,4170.644531,6732500
2012-07-02,4173.600098,4196.149902,4165.850098,4180.899902,4180.894531,5741900
2012-07-03,4192.350098,4212.450195,4181.850098,4196.700195,4196.694824,6222500
2012-07-04,4209.149902,4217.549805,4190.450195,4213.049805,4213.044434,6213500
2012-07-05,4210.100098,4240.899902,4206.149902,4236.950195,4236.944824,6201600
2012-07-06,4235.549805,4235.549805,4207.549805,4224.149902,4224.144531,6056600
2012-07-09,4205.600098,4209.000000,4171.299805,4184.149902,4184.144531,4896600
2012-07-10,4190.450195,4237.000000,4190.450195,4235.799805,4235.794434,4904400
2012-07-11,4219.049805,4234.750000,4208.399902,4210.649902,4210.644531,5166900
2012-07-12,4173.899902,4179.750000,4149.850098,4164.600098,4164.594727,4986100
2012-07-13,4168.850098,4189.850098,4152.799805,4156.750000,4156.744629,4644800
2012-07-16,4159.649902,4171.000000,4130.799805,4134.750000,4134.744629,4197000
2012-07-17,4151.899902,4161.700195,4117.100098,4123.049805,4123.044434,4274500
2012-07-18,4126.299805,4143.350098,4102.649902,4139.750000,4139.744629,4573000
2012-07-19,4158.500000,4170.100098,4152.299805,4157.299805,4157.294434,4229900
2012-07-20,4152.000000,4154.399902,4127.299805,4134.750000,4134.744629,3951400
2012-07-23,4111.299805,4111.299805,4060.300049,4069.050049,4069.044678,4147300
2012-07-24,4074.949951,4086.199951,4057.649902,4079.300049,4079.294678,4761000
2012-07-25,4073.649902,4073.649902,4040.100098,4062.399902,4062.394531,5249600
2012-07-26,4071.699951,4072.300049,3996.350098,4003.600098,4003.594727,8356800
2012-07-27,4048.899902,4080.350098,4015.100098,4028.250000,4028.244629,6015400
2012-07-30,4044.949951,4107.750000,4044.949951,4104.100098,4104.094727,4678600
2012-07-31,4112.549805,4130.600098,4072.350098,4126.450195,4126.444824,5453200
2012-08-01,4121.899902,4144.600098,4118.450195,4141.850098,4141.844727,4659500
2012-08-02,4137.649902,4140.549805,4125.000000,4138.899902,4138.894531,3817700
2012-08-03,4121.000000,4132.649902,4094.750000,4129.049805,4129.044434,4310300
2012-08-06,4154.250000,4184.649902,4154.250000,4172.450195,4172.444824,4146300
2012-08-07,4179.649902,4217.049805,4174.899902,4206.149902,4206.144531,4509600
2012-08-08,4211.000000,4230.000000,4196.399902,4201.600098,4201.594727,5655600
2012-08-09,4207.399902,4222.000000,4181.950195,4190.149902,4190.144531,5274700
2012-08-10,4181.950195,4192.399902,4169.049805,4186.950195,4186.944824,4100100
2012-08-13,4184.750000,4216.500000,4184.500000,4213.250000,4213.244629,3953200
2012-08-14,4210.399902,4239.100098,4201.899902,4234.500000,4234.494629,4270500
2012-08-16,4237.700195,4242.350098,4218.450195,4222.649902,4222.644531,4632900
2012-08-17,4225.899902,4252.299805,4206.500000,4223.700195,4223.694824,5239900
2012-08-21,4225.049805,4259.899902,4225.049805,4257.950195,4257.944824,4087900
2012-08-22,4243.799805,4266.200195,4243.799805,4249.649902,4249.644531,4226300
2012-08-23,4256.799805,4274.049805,4233.399902,4248.049805,4248.044434,4851600
2012-08-24,4235.350098,4235.850098,4213.100098,4226.000000,4225.994629,5145400
2012-08-27,4226.649902,4235.399902,4193.200195,4194.950195,4194.944824,4278300
2012-08-28,4193.700195,4199.899902,4155.100098,4176.350098,4176.344727,5586600
2012-08-29,4181.450195,4181.450195,4139.450195,4143.600098,4143.594727,5051700
2012-08-30,4132.950195,4173.149902,4119.100098,4162.950195,4162.944824,7592000
2012-08-31,4153.600098,4162.500000,4115.450195,4129.899902,4129.894531,5164400
2012-09-03,4140.000000,4157.450195,4120.799805,4128.100098,4128.094727,4036200
2012-09-04,4125.600098,4149.950195,4118.399902,4148.299805,4148.294434,4364900
2012-09-05,4131.600098,4140.700195,4110.899902,4115.350098,4115.344727,4395300
2012-09-06,4110.799805,4142.100098,4110.799805,4125.950195,4125.944824,4152300
2012-09-07,4165.399902,4198.100098,4165.399902,4195.750000,4195.744629,4403600
2012-09-08,null,null,null,null,null,null
2012-09-10,4212.600098,4224.000000,4205.649902,4217.850098,4217.844727,3707600
2012-09-11,4202.600098,4236.250000,4201.100098,4234.600098,4234.594727,4219700
2012-09-12,4242.649902,4262.100098,4236.850098,4260.250000,4260.244629,4660100
2012-09-13,4262.500000,4273.850098,4252.850098,4260.000000,4259.994629,4490900
2012-09-14,4311.600098,4353.649902,4311.600098,4348.799805,4348.793945,6685300
2012-09-17,4378.899902,4400.600098,4359.250000,4383.100098,4383.094238,8925400
2012-09-18,4378.950195,4401.750000,4371.899902,4390.850098,4390.844238,7706100
2012-09-20,4355.950195,4379.899902,4349.750000,4358.950195,4358.944336,6419700
2012-09-21,4371.850098,4472.100098,4371.850098,4456.149902,4456.144043,9702400
2012-09-24,4456.549805,4481.250000,4446.950195,4450.950195,4450.944336,9221500
2012-09-25,4454.350098,4476.850098,4440.450195,4460.399902,4460.394043,9497800
2012-09-26,4448.950195,4466.799805,4440.000000,4458.000000,4457.994141,7449500
2012-09-27,4463.750000,4483.899902,4450.600098,4458.149902,4458.144043,9816000
2012-09-28,4478.299805,4524.399902,4478.299805,4504.350098,4504.344238,7062200
2012-10-01,4505.299805,4525.000000,4504.299805,4522.950195,4522.944336,5422600
2012-10-03,4528.100098,4548.250000,4526.600098,4539.600098,4539.594238,6799600
2012-10-04,4551.149902,4597.649902,4551.149902,4579.399902,4579.394043,8780700
2012-10-05,4595.149902,4602.100098,4510.799805,4547.899902,4547.894043,8668700
2012-10-08,4550.649902,4550.649902,4493.350098,4499.850098,4499.844238,6092300
2012-10-09,4517.850098,4541.600098,4505.600098,4523.250000,4523.244141,6021400
2012-10-10,4504.250000,4509.799805,4474.600098,4477.299805,4477.293945,5972700
2012-10-11,4483.700195,4531.850098,4465.450195,4523.600098,4523.594238,7401200
2012-10-12,4509.049805,4544.700195,4500.850098,4506.149902,4506.144043,6668400
2012-10-15,4505.100098,4516.899902,4490.750000,4511.850098,4511.844238,4494700
2012-10-16,4522.250000,4533.350098,4474.000000,4480.450195,4480.444336,5396800
2012-10-17,4499.200195,4505.899902,4468.049805,4488.500000,4488.494141,5709400
2012-10-18,4497.049805,4536.600098,4486.250000,4535.200195,4535.194336,6005800
2012-10-19,4526.350098,4533.450195,4491.600098,4509.450195,4509.444336,5368900
2012-10-22,4499.950195,4530.549805,4489.799805,4528.450195,4528.444336,4245300
2012-10-23,4527.549805,4534.500000,4505.450195,4510.000000,4509.994141,4557700
2012-10-25,4508.750000,4524.149902,4504.899902,4518.399902,4518.394043,6775800
2012-10-29,4480.850098,4503.250000,4461.149902,4475.000000,4474.994141,4360400
2012-10-30,4469.850098,4490.200195,4418.549805,4424.100098,4424.094238,5311500
2012-10-31,4423.399902,4451.899902,4416.250000,4448.850098,4448.844238,5128600
2012-11-01,4443.399902,4476.750000,4440.750000,4473.850098,4473.844238,4770900
2012-11-02,4502.799805,4521.250000,4502.799805,4510.250000,4510.244141,5136100
2012-11-05,4507.500000,4519.549805,4495.600098,4511.299805,4511.293945,3791800
2012-11-06,4505.450195,4531.649902,4505.450195,4528.299805,4528.293945,4626900
2012-11-07,4525.149902,4571.250000,4524.100098,4559.100098,4559.094238,5793400
2012-11-08,4530.299805,4552.600098,4519.299805,4548.950195,4548.944336,5552100
2012-11-09,4544.700195,4563.049805,4505.049805,4508.799805,4508.793945,5509800
2012-11-11,null,null,null,null,null,null
2012-11-12,4509.950195,4529.549805,4504.100098,4519.250000,4519.244141,5325000
2012-11-15,4508.600098,4508.600098,4474.799805,4497.000000,4496.994141,6983800
2012-11-16,4493.450195,4513.450195,4441.950195,4451.100098,4451.094238,6145300
2012-11-19,4453.049805,4466.399902,4424.500000,4437.250000,4437.244141,4822600
2012-11-20,4456.200195,4465.850098,4411.149902,4428.399902,4428.394043,5378400
2012-11-21,4434.649902,4461.450195,4419.500000,4458.450195,4458.444336,4775500
2012-11-22,4466.299805,4482.200195,4455.700195,4471.799805,4471.793945,4389900
2012-11-23,4476.100098,4482.149902,4450.250000,4474.149902,4474.144043,4384800
2012-11-26,4486.450195,4500.750000,4482.500000,4493.600098,4493.594238,5071700
2012-11-27,4506.299805,4566.450195,4506.299805,4562.399902,4562.394043,6884200
2012-11-29,4567.799805,4635.649902,4567.799805,4631.899902,4631.894043,9546500
2012-11-30,4638.299805,4677.799805,4638.299805,4675.250000,4675.243652,11054000
2012-12-03,4674.549805,4695.100098,4670.750000,4685.049805,4685.043457,6938800
2012-12-04,4682.799805,4705.750000,4677.399902,4701.450195,4701.443848,6870300
2012-12-05,4711.399902,4726.149902,4707.049805,4712.100098,4712.093750,7083700
2012-12-06,4726.649902,4746.799805,4675.149902,4740.200195,4740.193848,7527400
2012-12-07,4742.100098,4758.049805,4712.299805,4724.250000,4724.243652,7252500
2012-12-10,4729.299805,4737.549805,4715.950195,4731.899902,4731.893555,5816900
2012-12-11,4740.399902,4771.799805,4689.649902,4716.250000,4716.243652,7147500
2012-12-12,4727.000000,4735.250000,4700.000000,4709.850098,4709.843750,6177600
2012-12-13,4716.850098,4724.350098,4667.149902,4674.049805,4674.043457,6823600
2012-12-14,4671.549805,4701.750000,4667.000000,4698.799805,4698.793457,5531300
2012-12-17,4688.200195,4710.600098,4688.200195,4693.950195,4693.943848,5269400
2012-12-18,4702.700195,4731.899902,4670.899902,4727.850098,4727.843750,7182500
2012-12-19,4739.649902,4761.299805,4739.649902,4755.299805,4755.293457,7228500
2012-12-20,4757.750000,4757.750000,4720.049805,4746.399902,4746.393555,6141000
2012-12-21,4730.350098,4730.350098,4683.100098,4686.899902,4686.893555,6067300
2012-12-24,4698.750000,4705.000000,4687.600098,4695.000000,4694.993652,4303300
2012-12-26,4700.250000,4739.750000,4700.250000,4731.600098,4731.593750,5050300
2012-12-27,4745.500000,4746.899902,4702.149902,4706.350098,4706.343750,7297500
2012-12-28,4716.049805,4742.549805,4715.100098,4738.299805,4738.293457,5326600
2012-12-31,4734.350098,4748.649902,4734.350098,4743.450195,4743.443848,4422700
2013-01-01,4761.799805,4792.899902,4761.799805,4786.200195,4786.193848,4631300
2013-01-02,4804.149902,4830.899902,4804.149902,4818.899902,4818.893555,6137400
2013-01-03,4831.649902,4839.850098,4814.799805,4835.700195,4835.693848,6407600
2013-01-04,4837.149902,4846.350098,4816.549805,4844.000000,4843.993652,7433300
2013-01-07,4858.649902,4861.350098,4823.899902,4831.450195,4831.443848,7423500
2013-01-08,4828.700195,4840.750000,4811.250000,4837.950195,4837.943848,6288100
2013-01-09,4840.649902,4857.750000,4808.049805,4815.750000,4815.743652,8217600
2013-01-10,4831.250000,4843.149902,4792.649902,4809.200195,4809.193848,7665700
2013-01-11,4833.600098,4836.000000,4770.549805,4778.149902,4778.143555,6445400
2013-01-14,4787.000000,4843.600098,4779.799805,4836.700195,4836.693848,5744500
2013-01-15,4844.350098,4867.799805,4833.600098,4858.899902,4858.893555,6005300
2013-01-16,4854.700195,4860.750000,4801.049805,4807.549805,4807.543457,6011900
2013-01-17,4807.299805,4842.100098,4803.799805,4831.350098,4831.343750,5848800
2013-01-18,4842.850098,4861.700195,4834.399902,4844.049805,4844.043457,6221600
2013-01-21,4855.899902,4862.299805,4845.399902,4856.000000,4855.993652,5314300
2013-01-22,4854.899902,4872.700195,4817.600098,4822.350098,4822.343750,5811800
2013-01-23,4824.950195,4841.350098,4786.799805,4814.799805,4814.793457,6810500
2013-01-24,4809.950195,4820.950195,4758.250000,4763.850098,4763.843750,8896600
2013-01-25,4766.899902,4819.500000,4757.850098,4816.450195,4816.443848,8192200
2013-01-28,4820.700195,4831.049805,4808.799805,4818.299805,4818.293457,5440800
2013-01-29,4812.700195,4845.700195,4790.899902,4794.799805,4794.793457,7274700
2013-01-30,4803.350098,4814.750000,4788.850098,4797.149902,4797.143555,6117900
2013-01-31,4791.500000,4803.649902,4784.200195,4795.299805,4795.293457,9188600
2013-02-01,4798.899902,4814.500000,4769.100098,4775.899902,4775.893555,6725300
2013-02-04,4790.700195,4802.700195,4755.549805,4759.250000,4759.243652,5831100
2013-02-05,4737.399902,4743.500000,4723.149902,4733.600098,4733.593750,5643700
2013-02-06,4751.149902,4761.399902,4734.549805,4738.100098,4738.093750,5961800
2013-02-07,4725.200195,4753.899902,4705.899902,4713.250000,4713.243652,5683000
2013-02-08,4707.899902,4721.000000,4668.899902,4682.549805,4682.543457,5973400
2013-02-11,4691.850098,4692.250000,4668.799805,4677.850098,4677.843750,4233500
2013-02-12,4675.899902,4693.200195,4659.850098,4690.299805,4690.293457,6692700
2013-02-13,4701.850098,4726.500000,4682.899902,4688.450195,4688.443848,5746800
2013-02-14,4688.500000,4693.000000,4642.299805,4650.350098,4650.344238,6485300
2013-02-15,4634.799805,4653.850098,4616.899902,4647.250000,4647.244141,5645700
2013-02-18,4647.950195,4669.000000,4646.549805,4659.600098,4659.593750,4194500
2013-02-19,4660.750000,4701.750000,4652.100098,4697.100098,4697.093750,4674300
2013-02-20,4712.000000,4718.100098,4696.000000,4698.350098,4698.343750,5896200
2013-02-21,4679.399902,4679.399902,4617.200195,4621.750000,4621.744141,5592500
2013-02-22,4613.750000,4640.450195,4607.899902,4621.799805,4621.793945,4860200
2013-02-25,4633.399902,4638.250000,4590.500000,4611.649902,4611.644043,5678300
2013-02-26,4602.250000,4602.250000,4529.200195,4537.100098,4537.094238,5385200
2013-02-27,4550.450195,4583.250000,4527.299805,4568.200195,4568.194336,6972800
2013-02-28,4589.250000,4608.500000,4464.700195,4477.500000,4477.494141,13247500
2013-03-01,4483.000000,4515.750000,4475.299805,4499.750000,4499.744141,6701200
2013-03-04,4491.350098,4491.350098,4450.600098,4470.149902,4470.144043,7799600
2013-03-05,4483.649902,4542.500000,4483.649902,4539.000000,4538.994141,6622000
2013-03-06,4557.100098,4581.100098,4555.250000,4570.450195,4570.444336,6410400
2013-03-07,4560.799805,4608.350098,4560.799805,4601.549805,4601.543945,5137800
2013-03-08,4613.000000,4664.350098,4613.000000,4660.649902,4660.643555,5727700
2013-03-11,4661.000000,4682.700195,4653.850098,4661.250000,4661.243652,4875100
2013-03-12,4662.649902,4669.850098,4622.500000,4636.899902,4636.894043,4936800
2013-03-13,4620.399902,4620.399902,4579.450195,4585.000000,4584.994141,4958500
2013-03-14,4582.149902,4631.450195,4540.399902,4625.750000,4625.744141,5819700
2013-03-15,4629.149902,4655.850098,4594.549805,4598.200195,4598.194336,6158900
2013-03-18,4566.950195,4583.200195,4556.000000,4572.649902,4572.644043,4167700
2013-03-19,4586.100098,4587.450195,4492.200195,4500.850098,4500.844238,6240400
2013-03-20,4497.750000,4500.149902,4438.000000,4446.049805,4446.043945,7405500
2013-03-21,4452.649902,4489.299805,4407.450195,4413.500000,4413.494141,6610800
2013-03-22,4413.950195,4431.750000,4386.299805,4404.500000,4404.494141,6077400
2013-03-25,4436.100098,4453.649902,4382.500000,4390.299805,4390.293945,5938600
2013-03-26,4379.000000,4400.549805,4376.850098,4394.600098,4394.594238,4888000
2013-03-28,4397.850098,4444.149902,4370.149902,4438.350098,4438.344238,7406700
2013-04-01,4449.350098,4471.200195,4441.399902,4465.600098,4465.594238,4347000
2013-04-02,4460.899902,4511.200195,4459.350098,4508.799805,4508.793945,5138300
2013-04-03,4504.000000,4515.299805,4442.049805,4457.200195,4457.194336,6294900
2013-04-04,4433.200195,4433.399902,4373.250000,4378.649902,4378.644043,5162800
2013-04-05,4373.600098,4386.500000,4353.350098,4366.649902,4366.644043,4972800
2013-04-08,4365.649902,4381.299805,4358.500000,4361.149902,4361.144043,3772200
2013-04-09,4379.149902,4404.000000,4319.149902,4323.399902,4323.394043,4749300
2013-04-10,4349.100098,4370.450195,4305.000000,4366.450195,4366.444336,5222400
2013-04-11,4393.649902,4397.799805,4353.700195,4388.049805,4388.043945,4827900
2013-04-12,4343.649902,4362.850098,4335.600098,4352.750000,4352.744141,4286700
2013-04-15,4338.549805,4395.700195,4335.649902,4376.049805,4376.043945,4657600
2013-04-16,4368.649902,4463.600098,4368.649902,4457.549805,4457.543945,5284000
2013-04-17,4471.200195,4496.250000,4449.899902,4461.750000,4461.744141,5986400
2013-04-18,4457.700195,4532.649902,4457.700195,4526.799805,4526.793945,5227600
2013-04-22,4531.750000,4581.049805,4531.750000,4574.399902,4574.394043,5933700
2013-04-23,4581.049805,4581.049805,4540.600098,4572.399902,4572.394043,5443200
2013-04-25,4586.149902,4628.250000,4586.149902,4624.299805,4624.293945,6781700
2013-04-26,4615.950195,4620.649902,4583.950195,4591.649902,4591.644043,4977800
2013-04-29,4595.549805,4628.149902,4593.000000,4620.899902,4620.894043,4701800
2013-04-30,4640.049805,4658.350098,4595.200195,4641.750000,4641.744141,5518600
2013-05-02,4630.399902,4706.399902,4630.399902,4695.049805,4695.043457,5626000
2013-05-03,4692.100098,4696.600098,4651.049805,4659.100098,4659.093750,5733100
2013-05-06,4659.549805,4688.299805,4652.250000,4685.600098,4685.593750,4680000
2013-05-07,4694.700195,4741.600098,4694.700195,4737.549805,4737.543457,5188900
2013-05-08,4751.700195,4760.850098,4725.250000,4754.450195,4754.443848,5240100
2013-05-09,4760.000000,4764.000000,4731.100098,4737.700195,4737.693848,4954200
2013-05-10,4735.600098,4774.399902,4735.600098,4769.200195,4769.193848,4513400
2013-05-13,4773.899902,4776.450195,4684.350098,4689.750000,4689.743652,4259400
2013-05-14,4694.799805,4721.500000,4684.350098,4702.500000,4702.493652,4078100
2013-05-15,4718.549805,4815.049805,4718.549805,4810.950195,4810.943848,6172400
2013-05-16,4799.799805,4844.899902,4799.799805,4830.250000,4830.243652,5967900
2013-05-17,4832.750000,4853.549805,4814.549805,4847.100098,4847.093750,6007400
2013-05-20,4854.950195,4877.649902,4815.000000,4821.950195,4821.943848,5177500
2013-05-21,4819.049805,4833.750000,4780.299805,4788.200195,4788.193848,4851400
2013-05-22,4798.299805,4814.049805,4753.149902,4766.850098,4766.843750,4783200
2013-05-23,4737.299805,4751.600098,4659.850098,4668.200195,4668.193848,6207000
2013-05-24,4695.399902,4699.899902,4644.600098,4685.600098,4685.593750,4856100
2013-05-27,4690.450195,4764.350098,4684.399902,4756.399902,4756.393555,3872100
2013-05-28,4759.000000,4789.250000,4743.950195,4777.049805,4777.043457,4401300
2013-05-29,4781.750000,4783.899902,4745.000000,4766.649902,4766.643555,4570100
2013-05-30,4745.100098,4777.700195,4745.100098,4774.000000,4773.993652,6236900
2013-05-31,4759.200195,4759.200195,4675.799805,4681.450195,4681.443848,6346600
2013-06-03,4688.600098,4693.649902,4640.850098,4659.299805,4659.293457,4529700
2013-06-04,4662.000000,4695.500000,4645.149902,4652.549805,4652.543945,4444500
2013-06-05,4644.350098,4663.250000,4629.950195,4656.500000,4656.493652,4424000
2013-06-06,4634.549805,4676.600098,4619.049805,4653.399902,4653.394043,4588300
2013-06-07,4640.700195,4687.799805,4615.200195,4621.100098,4621.094238,4596300
2013-06-10,4638.750000,4656.700195,4590.549805,4604.399902,4604.394043,4794900
2013-06-11,4582.700195,4593.950195,4523.950195,4529.850098,4529.844238,6035900
2013-06-12,4516.000000,4526.000000,4487.799805,4502.200195,4502.194336,5403000
2013-06-13,4464.049805,4478.049805,4441.750000,4447.399902,4447.394043,5045900
2013-06-14,4480.850098,4533.450195,4480.850098,4525.950195,4525.944336,4732700
2013-06-17,4533.899902,4560.250000,4498.700195,4557.500000,4557.494141,4301000
2013-06-18,4553.049805,4574.399902,4534.450195,4540.700195,4540.694336,4706100
2013-06-19,4534.950195,4556.450195,4523.450195,4552.700195,4552.694336,4418400
2013-06-20,4504.649902,4504.649902,4424.450195,4429.649902,4429.644043,5225600
2013-06-21,4415.250000,4446.799805,4392.149902,4420.149902,4420.144043,6058800
2013-06-24,4400.799805,4400.799805,4331.700195,4345.600098,4345.594238,5319500
2013-06-25,4356.450195,4389.200195,4317.700195,4350.100098,4350.094238,6295200
2013-06-26,4365.500000,4371.850098,4330.100098,4335.500000,4335.494141,5087100
2013-06-27,4377.000000,4400.549805,4360.299805,4393.899902,4393.894043,6765800
2013-06-28,4441.350098,4516.350098,4441.350098,4510.899902,4510.894043,6100000
2013-07-01,4509.350098,4574.549805,4506.500000,4572.049805,4572.043945,5503600
2013-07-02,4564.649902,4579.299805,4539.549805,4542.799805,4542.793945,5009800
2013-07-03,4511.200195,4511.200195,4467.549805,4473.350098,4473.344238,5154700
2013-07-04,4490.549805,4525.799805,4482.799805,4517.700195,4517.694336,6075500
2013-07-05,4555.450195,4566.600098,4528.649902,4535.799805,4535.793945,4254400
2013-07-08,4511.149902,4515.200195,4470.600098,4501.250000,4501.244141,4651700
2013-07-09,4518.899902,4542.000000,4518.899902,4539.950195,4539.944336,4670800
2013-07-10,4548.600098,4556.850098,4504.049805,4511.399902,4511.394043,4494000
2013-07-11,4562.299805,4600.149902,4562.299805,4586.450195,4586.444336,4294800
2013-07-12,4626.049805,4636.700195,4595.350098,4630.950195,4630.944336,4162200
2013-07-15,4619.549805,4659.200195,4615.049805,4655.700195,4655.693848,4910000
2013-07-16,4586.149902,4604.399902,4573.549805,4596.500000,4596.494141,5492500
2013-07-17,4609.100098,4623.549805,4567.450195,4597.700195,4597.694336,6403500
2013-07-18,4606.149902,4654.600098,4601.399902,4647.549805,4647.543945,5287700
2013-07-19,4661.799805,4662.200195,4627.149902,4632.750000,4632.744141,4977100
2013-07-22,4618.649902,4656.549805,4618.649902,4631.100098,4631.094238,3930800
2013-07-23,4652.899902,4673.000000,4652.899902,4660.750000,4660.743652,4459200
2013-07-24,4629.399902,4635.450195,4570.200195,4588.250000,4588.244141,5088100
2013-07-25,4574.149902,4585.450195,4526.250000,4531.799805,4531.793945,6877400
2013-07-26,4552.100098,4557.850098,4491.649902,4507.250000,4507.244141,5246100
2013-07-29,4496.299805,4500.200195,4456.750000,4459.899902,4459.894043,4634800
2013-07-30,4462.500000,4471.950195,4386.649902,4390.350098,4390.344238,5356600
2013-07-31,4376.950195,4383.350098,4319.700195,4379.649902,4379.644043,7232600
2013-08-01,4402.700195,4428.399902,4322.250000,4354.000000,4353.994141,7006800
2013-08-02,4369.350098,4376.799805,4290.149902,4314.950195,4314.944336,6655200
2013-08-05,4320.149902,4339.950195,4299.450195,4323.350098,4323.344238,5620700
2013-08-06,4305.149902,4305.149902,4199.549805,4214.149902,4214.144531,6170100
2013-08-07,4217.799805,4240.500000,4184.850098,4213.850098,4213.844727,6772400
2013-08-08,4208.450195,4255.299805,4208.450195,4250.350098,4250.344727,5508600
2013-08-12,4279.100098,4311.799805,4249.549805,4293.200195,4293.194336,5341100
2013-08-13,4286.750000,4363.700195,4276.100098,4360.649902,4360.644043,5839000
2013-08-14,4372.500000,4398.049805,4362.450195,4392.049805,4392.043945,6152200
